ID,HasRevenue
0,0.0209655885125
1,0.132490101525
2,0.01088816499
3,0.31834475675
4,0.0231905702125
5,0.00491675393
6,0.117952423075
7,0.0414746681
8,0.0186540457225
9,0.8306699155
10,0.0155410013075
11,0.06403206035
12,0.032884278075
13,0.04430465675
14,0.0218724771275
15,0.014155851545
16,0.090768162525
17,0.03278008985
18,0.1924524494
19,0.0243270054625
20,0.8284458975
21,0.043675592725
22,0.07976842435
23,0.7236011885
24,0.0138113632475
25,0.01771070953
26,0.020431697555
27,0.030153928075
28,0.033025670725
29,0.15157758365
30,0.34097412525
31,0.134563611325
32,0.49820198
33,0.01055897989
34,0.01588722246
35,0.11840962225
36,0.005351814525
37,0.020742945575
38,0.1638973565
39,0.0151113520575
40,0.0174813426625
41,0.176650838425
42,0.131728639025
43,0.78847552725
44,0.01314178873
45,0.060693016275
46,0.28299134725
47,0.03454872665
48,0.02009943255
49,0.188081722925
50,0.0189673593475
51,0.0183055525325
52,0.036798563575
53,0.0339188048
54,0.124030977175
55,0.0252029519
56,0.0121738459975
57,0.01580419175
58,0.01086835786
59,0.0054475734775
60,0.009546311025
61,0.122844434425
62,0.35459628625
63,0.0324007492
64,0.061408119225
65,0.0785365216
66,0.472174127
67,0.213880956175
68,0.748214147
69,0.85745935725
70,0.144273905375
71,0.217073394425
72,0.26279473075
73,0.0197963699475
74,0.00781800953
75,0.093421194225
76,0.15347077085
77,0.1068670053
78,0.1490251508
79,0.036485686475
80,0.0458093884
81,0.532448373
82,0.6282580715
83,0.189833453125
84,0.9087124185
85,0.0223246499
86,0.025064424325
87,0.8313466995
88,0.137341927025
89,0.054156422125
90,0.254687325
91,0.213222919825
92,0.63109680375
93,0.030733860225
94,0.71715668075
95,0.566028885
96,0.271375507
97,0.0059579790825
98,0.027354263925
99,0.0189332807525
100,0.72162079625
101,0.0190970855625
102,0.40282688275
103,0.05246691075
104,0.0224836562775
105,0.31161391425
106,0.7599420725
107,0.0022319105015
108,0.91679529525
109,0.078571652125
110,0.194527799375
111,0.0179994063775
112,0.0129665695325
113,0.778048715
114,0.067397391775
115,0.0962074613
116,0.6758471755
117,0.0161539528075
118,0.0148107563625
119,0.0243103138575
120,0.5134880305
121,0.152887270425
122,0.53913187875
123,0.1193403698
124,0.43983993525
125,0.01727727179
126,0.0030208680775
127,0.0030774582675
128,0.594147284
129,0.162505457725
130,0.056237677725
131,0.3980088
132,0.11186519265
133,0.145019284525
134,0.035941032075
135,0.085925457275
136,0.21579468635
137,0.044990424575
138,0.79588843775
139,0.62939212575
140,0.59341007475
141,0.0240143225725
142,0.018004526565
143,0.19131689855
144,0.219747357775
145,0.38272060525
146,0.0059029109975
147,0.052038847975
148,0.283164767
149,0.126769460975
150,0.21183992075
151,0.03943684005
152,0.60724175525
153,0.50376609575
154,0.003420173305
155,0.039209515725
156,0.1576635497
157,0.080266369475
158,0.10350974515
159,0.032409098
160,0.33398630975
161,0.073776776575
162,0.003163967075
163,0.02019849353
164,0.600882215
165,0.0344626791
166,0.06655687105
167,0.05582370135
168,0.126153213075
169,0.0041701747375
170,0.104592985075
171,0.003420173305
172,0.121020304875
173,0.13954529485
174,0.089962974525
175,0.02259727027
176,0.03296298635
177,0.728395394
178,0.22827617325
179,0.0282742854
180,0.62765008
181,0.1522243377
182,0.023919172735
183,0.28335889625
184,0.156726942675
185,0.81701507375
186,0.08374297415
187,0.0451321954
188,0.155882270425
189,0.05770260905
190,0.033101622675
191,0.0135387509275
192,0.0031722917975
193,0.65219754175
194,0.0112234848125
195,0.15019377055
196,0.006005281615
197,0.051102289425
198,0.257083654
199,0.00352955023
200,0.01749311778
201,0.009482466705
202,0.0182518718875
203,0.01922384325
204,0.46419608475
205,0.071895379225
206,0.128913786175
207,0.113687212425
208,0.77090097125
209,0.0332254436
210,0.0175929180425
211,0.0080217119975
212,0.023106159915
213,0.229792265175
214,0.58669824325
215,0.02372094206
216,0.036418249175
217,0.0231117982875
218,0.0088896900475
219,0.09376069645
220,0.0267395361
221,0.2044059004
222,0.100928170625
223,0.227665076025
224,0.0252794596
225,0.5842591035
226,0.04406828045
227,0.149907295425
228,0.020023832285
229,0.025372931575
230,0.13033095385
231,0.1287750696
232,0.33242542975
233,0.25779705325
234,0.193824668825
235,0.142383288025
236,0.1680352162
237,0.162904891475
238,0.140750818225
239,0.228824965475
240,0.119981526825
241,0.01593896004
242,0.54496117425
243,0.089623875425
244,0.05564431585
245,0.210185550075
246,0.246691168525
247,0.0181551420075
248,0.64272502025
249,0.10471836075
250,0.0114324490225
251,0.26945440375
252,0.0239973100925
253,0.5032086175
254,0.86834595475
255,0.896388171
256,0.68227130975
257,0.08911153635
258,0.8221242175
259,0.236212990225
260,0.0163907124375
261,0.049301072125
262,0.63635079125
263,0.03490757965
264,0.01934423724
265,0.221439500325
266,0.12740422705
267,0.0159516148
268,0.0201796125125
269,0.220566016225
270,0.41850494175
271,0.557039262
272,0.4470372315
273,0.39380064975
274,0.027370006025
275,0.18141703355
276,0.26442713175
277,0.8511386385
278,0.8028598415
279,0.0211414646
280,0.12058959635
281,0.05890802925
282,0.1664946444
283,0.10689832275
284,0.1104522366
285,0.6033158445
286,0.056573208125
287,0.148907602325
288,0.639554933
289,0.081004361775
290,0.032417078225
291,0.62277278475
292,0.0218444678725
293,0.120275949925
294,0.020176954395
295,0.2661316305
296,0.0179532338625
297,0.28049379575
298,0.89939573075
299,0.126719731475
300,0.21413718815
301,0.007399932035
302,0.070920964025
303,0.08438553965
304,0.038879089775
305,0.1542622296
306,0.012703427325
307,0.39722733425
308,0.15491089765
309,0.05604018725
310,0.8214024405
311,0.01586627323
312,0.003420173305
313,0.154438832975
314,0.116936835725
315,0.0032376043375
316,0.01209489407
317,0.79952895975
318,0.16044512145
319,0.29384494025
320,0.363723374
321,0.74747288375
322,0.180931233025
323,0.03826973765
324,0.0026374239525
325,0.6927140475
326,0.49029968675
327,0.25121319825
328,0.8121694825
329,0.0203249362375
330,0.099461544375
331,0.163494940225
332,0.072200436225
333,0.04621615785
334,0.0358468705
335,0.0501849729
336,0.0240672950725
337,0.81026405125
338,0.1817741225
339,0.35263102925
340,0.66124578825
341,0.161915946225
342,0.1287938956
343,0.16311100905
344,0.075910167625
345,0.02555190895
346,0.218872860425
347,0.004524590155
348,0.453385342
349,0.8996414585
350,0.063731313025
351,0.174818336725
352,0.241028858075
353,0.1405191591
354,0.033232004625
355,0.1393966044
356,0.200976473175
357,0.0084916039675
358,0.2767828665
359,0.035230580525
360,0.054469951375
361,0.65159308225
362,0.008605505925
363,0.041227303275
364,0.261678887
365,0.174462777475
366,0.0544101639
367,0.026364721375
368,0.7250514975
369,0.62445227625
370,0.70757735125
371,0.094109338425
372,0.0046406170625
