,0
0,0.013333333333333334
1,0.02
2,0.0
3,0.19833333333333333
4,0.01
5,0.0
6,0.055
7,0.01
8,0.006666666666666667
9,0.7883333333333333
10,0.0
11,0.023333333333333334
12,0.015
13,0.085
14,0.018333333333333333
15,0.005
16,0.011666666666666667
17,0.018333333333333333
18,0.18166666666666667
19,0.0033333333333333335
20,0.815
21,0.006666666666666667
22,0.043333333333333335
23,0.64
24,0.0033333333333333335
25,0.0
26,0.0033333333333333335
27,0.006666666666666667
28,0.018333333333333333
29,0.095
30,0.175
31,0.021666666666666667
32,0.415
33,0.0
34,0.0
35,0.056666666666666664
36,0.0016666666666666668
37,0.0
38,0.02666666666666667
39,0.0
40,0.0033333333333333335
41,0.08666666666666667
42,0.013333333333333334
43,0.8716666666666667
44,0.0
45,0.018333333333333333
46,0.055
47,0.011666666666666667
48,0.0
49,0.03166666666666667
50,0.015
51,0.008333333333333333
52,0.006666666666666667
53,0.016666666666666666
54,0.015
55,0.0033333333333333335
56,0.0
57,0.006666666666666667
58,0.0
59,0.0033333333333333335
60,0.0016666666666666668
61,0.041666666666666664
62,0.18333333333333332
63,0.021666666666666667
64,0.005
65,0.006666666666666667
66,0.3983333333333333
67,0.165
68,0.8283333333333334
69,0.8716666666666667
70,0.10166666666666667
71,0.03166666666666667
72,0.15166666666666667
73,0.011666666666666667
74,0.0
75,0.02
76,0.03166666666666667
77,0.02
78,0.075
79,0.021666666666666667
80,0.013333333333333334
81,0.335
82,0.56
83,0.06833333333333333
84,0.955
85,0.0
86,0.0016666666666666668
87,0.9033333333333333
88,0.058333333333333334
89,0.008333333333333333
90,0.16333333333333333
91,0.095
92,0.41333333333333333
93,0.006666666666666667
94,0.655
95,0.39
96,0.07333333333333333
97,0.0016666666666666668
98,0.0
99,0.013333333333333334
100,0.58
101,0.0
102,0.175
103,0.008333333333333333
104,0.006666666666666667
105,0.16666666666666666
106,0.7316666666666667
107,0.0
108,0.9966666666666667
109,0.028333333333333332
110,0.115
111,0.011666666666666667
112,0.0016666666666666668
113,0.76
114,0.03333333333333333
115,0.03
116,0.5
117,0.0
118,0.0033333333333333335
119,0.0033333333333333335
120,0.2683333333333333
121,0.11166666666666666
122,0.4166666666666667
123,0.02666666666666667
124,0.24833333333333332
125,0.0016666666666666668
126,0.0
127,0.0
128,0.4483333333333333
129,0.15333333333333332
130,0.0033333333333333335
131,0.24
132,0.03166666666666667
133,0.12166666666666667
134,0.006666666666666667
135,0.008333333333333333
136,0.07166666666666667
137,0.03166666666666667
138,0.785
139,0.46
140,0.43166666666666664
141,0.011666666666666667
142,0.0016666666666666668
143,0.08666666666666667
144,0.09166666666666666
145,0.2783333333333333
146,0.0
147,0.015
148,0.18
149,0.056666666666666664
150,0.07166666666666667
151,0.035
152,0.47333333333333333
153,0.47
154,0.0
155,0.0033333333333333335
156,0.045
157,0.021666666666666667
158,0.07666666666666666
159,0.005
160,0.28
161,0.005
162,0.0
163,0.006666666666666667
164,0.3433333333333333
165,0.025
166,0.021666666666666667
167,0.03833333333333333
168,0.02666666666666667
169,0.0
170,0.043333333333333335
171,0.0
172,0.13
173,0.04
174,0.06666666666666667
175,0.006666666666666667
176,0.015
177,0.6916666666666667
178,0.22833333333333333
179,0.005
180,0.37166666666666665
