,0
0,0.0033333333333333335
1,0.028333333333333332
2,0.0
3,0.19666666666666666
4,0.0033333333333333335
5,0.0
6,0.03833333333333333
7,0.0
8,0.011666666666666667
9,0.78
10,0.0
11,0.006666666666666667
12,0.005
13,0.075
14,0.0016666666666666668
15,0.006666666666666667
16,0.025
17,0.008333333333333333
18,0.16833333333333333
19,0.0016666666666666668
20,0.8266666666666667
21,0.011666666666666667
22,0.028333333333333332
23,0.6333333333333333
24,0.005
25,0.0
26,0.0033333333333333335
27,0.0033333333333333335
28,0.015
29,0.06666666666666667
30,0.145
31,0.015
32,0.495
33,0.0
34,0.0
35,0.03833333333333333
36,0.0016666666666666668
37,0.0016666666666666668
38,0.03
39,0.0
40,0.005
41,0.085
42,0.018333333333333333
43,0.8433333333333334
44,0.0
45,0.013333333333333334
46,0.25
47,0.0033333333333333335
48,0.0016666666666666668
49,0.04666666666666667
50,0.011666666666666667
51,0.005
52,0.0
53,0.006666666666666667
54,0.02
55,0.005
56,0.0
57,0.008333333333333333
58,0.0
59,0.0
60,0.0
61,0.04
62,0.19833333333333333
63,0.011666666666666667
64,0.005
65,0.0033333333333333335
66,0.34833333333333333
67,0.13333333333333333
68,0.8466666666666667
69,0.91
70,0.11666666666666667
71,0.045
72,0.165
73,0.008333333333333333
74,0.0
75,0.016666666666666666
76,0.028333333333333332
77,0.02
78,0.075
79,0.008333333333333333
80,0.016666666666666666
81,0.3233333333333333
82,0.5516666666666666
83,0.05333333333333334
84,0.9566666666666667
85,0.005
86,0.0
87,0.83
88,0.035
89,0.005
90,0.19833333333333333
91,0.09333333333333334
92,0.41833333333333333
93,0.0033333333333333335
94,0.585
95,0.43833333333333335
96,0.06333333333333334
97,0.0
98,0.0
99,0.008333333333333333
100,0.6916666666666667
101,0.0033333333333333335
102,0.21
103,0.02
104,0.005
105,0.17666666666666667
106,0.6816666666666666
107,0.0
108,0.9933333333333333
109,0.018333333333333333
110,0.08833333333333333
111,0.0033333333333333335
112,0.0
113,0.7733333333333333
114,0.035
115,0.016666666666666666
116,0.55
117,0.0016666666666666668
118,0.0
119,0.005
120,0.30666666666666664
121,0.09666666666666666
122,0.3616666666666667
123,0.018333333333333333
124,0.28833333333333333
125,0.0
126,0.0
127,0.0
128,0.425
129,0.1
130,0.0016666666666666668
131,0.3016666666666667
132,0.03666666666666667
133,0.13
134,0.0033333333333333335
135,0.008333333333333333
136,0.065
137,0.013333333333333334
138,0.7283333333333334
139,0.4683333333333333
140,0.43
141,0.0016666666666666668
142,0.0016666666666666668
143,0.08
144,0.05
145,0.285
146,0.0
147,0.035
148,0.17
149,0.06
150,0.05
151,0.018333333333333333
152,0.535
153,0.5583333333333333
154,0.0
155,0.0033333333333333335
156,0.03166666666666667
157,0.021666666666666667
158,0.06833333333333333
159,0.0033333333333333335
160,0.2833333333333333
161,0.005
162,0.0
163,0.006666666666666667
164,0.41333333333333333
165,0.015
166,0.018333333333333333
167,0.025
168,0.023333333333333334
169,0.0
170,0.04
171,0.0
172,0.10166666666666667
173,0.10666666666666667
174,0.055
175,0.0016666666666666668
176,0.005
177,0.675
178,0.205
179,0.0016666666666666668
180,0.445
181,0.06166666666666667
182,0.0
183,0.13833333333333334
184,0.08666666666666667
185,0.84
186,0.035
187,0.0016666666666666668
188,0.051666666666666666
189,0.016666666666666666
190,0.0033333333333333335
191,0.0
192,0.0
193,0.525
194,0.0
195,0.09833333333333333
196,0.01
197,0.015
198,0.13166666666666665
199,0.0
200,0.0
201,0.0
202,0.006666666666666667
203,0.0033333333333333335
204,0.26166666666666666
205,0.05
206,0.06666666666666667
207,0.041666666666666664
208,0.7916666666666666
209,0.016666666666666666
210,0.0016666666666666668
211,0.0016666666666666668
212,0.006666666666666667
213,0.058333333333333334
214,0.4633333333333333
215,0.008333333333333333
216,0.008333333333333333
217,0.013333333333333334
218,0.0
219,0.01
220,0.018333333333333333
221,0.035
222,0.085
223,0.08166666666666667
224,0.0016666666666666668
225,0.53
226,0.02
227,0.06
228,0.0
229,0.01
230,0.1
231,0.07333333333333333
232,0.25166666666666665
233,0.13833333333333334
234,0.018333333333333333
235,0.03166666666666667
236,0.09
237,0.08166666666666667
238,0.03166666666666667
239,0.056666666666666664
240,0.09333333333333334
241,0.03333333333333333
242,0.465
243,0.016666666666666666
244,0.035
245,0.06666666666666667
246,0.105
247,0.0
248,0.5533333333333333
249,0.04833333333333333
250,0.0
251,0.10166666666666667
252,0.0
253,0.2833333333333333
254,0.9533333333333334
255,0.9483333333333334
256,0.6466666666666666
257,0.015
258,0.8983333333333333
259,0.14
260,0.0
261,0.0016666666666666668
262,0.47333333333333333
263,0.0016666666666666668
264,0.006666666666666667
265,0.058333333333333334
266,0.06833333333333333
267,0.0016666666666666668
268,0.005
269,0.10666666666666667
270,0.395
271,0.43333333333333335
272,0.28833333333333333
273,0.435
274,0.008333333333333333
275,0.09166666666666666
276,0.13
277,0.8916666666666667
278,0.6983333333333334
279,0.0
280,0.043333333333333335
281,0.021666666666666667
282,0.018333333333333333
283,0.021666666666666667
284,0.07666666666666666
285,0.4533333333333333
286,0.011666666666666667
287,0.02
288,0.5466666666666666
289,0.028333333333333332
290,0.008333333333333333
291,0.47833333333333333
292,0.0
293,0.05333333333333334
294,0.01
295,0.18
296,0.0016666666666666668
