,0
0,0.029414272
1,0.12323146
2,0.014603958
3,0.56797045
4,0.019831112
5,0.0014246072
6,0.20746109
7,0.04348438
8,0.041819163
9,0.9743963
10,0.012112852
11,0.16999348
12,0.043219738
13,0.024077239
14,0.031760763
15,0.030368414
16,0.28044218
17,0.044286028
18,0.31497052
19,0.016780682
20,0.9245251
21,0.048581865
22,0.18199424
23,0.9221018
24,0.016223771
25,0.0032795784
26,0.017297113
27,0.021192655
28,0.06265573
29,0.37286055
30,0.24414656
31,0.18374899
32,0.68574023
33,0.01565527
34,0.011163009
35,0.24672014
36,0.0038420018
37,0.020735588
38,0.2125032
39,0.011163009
40,0.029008923
41,0.35691708
42,0.31624064
43,0.9176176
44,0.01934125
45,0.13417247
46,0.2951178
47,0.04060811
48,0.019681133
49,0.3836907
50,0.018565526
51,0.01798189
52,0.027148582
53,0.048198607
54,0.15840055
55,0.07349623
56,0.01823374
57,0.014878402
58,0.008098812
59,0.003976275
60,0.016223771
61,0.20967302
62,0.4483095
63,0.015918652
64,0.09937362
65,0.067428984
66,0.7330925
67,0.17302641
68,0.926283
69,0.9471901
70,0.35424846
71,0.440383
72,0.53218997
73,0.03641492
74,0.009384532
75,0.1479159
76,0.3395362
77,0.19495517
78,0.21789874
79,0.037101448
80,0.044286028
81,0.720106
82,0.88165456
83,0.42052925
84,0.9835607
85,0.031987324
86,0.03234302
87,0.9608059
88,0.28374207
89,0.13537067
90,0.33047563
91,0.41178071
92,0.85606784
93,0.020825682
94,0.9091565
95,0.7004229
96,0.40823674
97,0.0037326354
98,0.01041823
99,0.009732427
100,0.8847272
101,0.029019166
102,0.5779494
103,0.032788932
104,0.02782923
105,0.49676123
106,0.93201846
107,0.0014246072
108,0.98210365
109,0.19200277
110,0.36901772
111,0.024851022
112,0.027144281
113,0.9237698
114,0.12951887
115,0.15795223
116,0.85777926
117,0.022375777
118,0.011389971
119,0.051024385
120,0.7944571
121,0.20450124
122,0.8028001
123,0.13314967
124,0.5642502
125,0.019117204
126,0.0031491572
127,0.0024283878
128,0.7024772
129,0.27248743
130,0.039701104
131,0.66444945
132,0.13970354
133,0.318901
134,0.044385668
135,0.07336772
136,0.25313744
137,0.04479551
138,0.93261623
139,0.7603366
140,0.66482985
141,0.036961656
142,0.017757362
143,0.29935744
144,0.56413686
145,0.332135
146,0.0026512698
147,0.10605938
148,0.42344487
149,0.122111164
150,0.42542318
151,0.054278616
152,0.8875119
153,0.56385505
154,0.0024283878
155,0.015516302
156,0.3024414
157,0.1596924
158,0.1811038
159,0.035439562
160,0.41331816
161,0.05938623
162,0.0024283878
163,0.03787871
164,0.762831
165,0.048190262
166,0.23053399
167,0.07442498
168,0.2806721
169,0.0029219922
170,0.26449245
171,0.0024283878
172,0.26924583
173,0.16242783
174,0.27301273
175,0.031266116
176,0.049247805
177,0.87150043
178,0.50921774
179,0.028927425
180,0.83288145
181,0.19474317
182,0.015244075
183,0.13822953
184,0.3684239
185,0.7502976
186,0.14205964
187,0.03991411
188,0.2635389
189,0.071490906
190,0.028863862
191,0.016006
192,0.0029219922
193,0.78452814
194,0.019100804
195,0.3719547
196,0.0037326354
197,0.13336205
198,0.49543017
