ID,HasRevenue
0,0.040973214326231
1,0.114824136360516
2,0.010539961500959
3,0.206977168883857
4,0.024829967005946
5,0.002862871082071
6,0.100071851108386
7,0.065937412381956
8,0.018428910355543
9,0.837528833605693
10,0.019055780945031
11,0.040442757884852
12,0.043724505830651
13,0.038575697475073
14,0.036992951902746
15,0.006922008671932
16,0.047789033156149
17,0.046435306736398
18,0.179124392702631
19,0.031023682746664
20,0.798380202803474
21,0.044044854080378
22,0.064201240497068
23,0.660133357831195
24,0.016060263433652
25,0.019835403129058
26,0.013049034856122
27,0.012773642796515
28,0.047078529794561
29,0.114286404990938
30,0.487217846978374
31,0.09306680381778
32,0.529279131125479
33,0.013005351298303
34,0.013417274928617
35,0.090825651529311
36,0.006230858505307
37,0.019651342289529
38,0.130414060564173
39,0.01277558456925
40,0.021569126041202
41,0.118382347512685
42,0.066269250884399
43,0.768893485105387
44,0.010620405123263
45,0.035703696980504
46,0.126099944262288
47,0.052665594340627
48,0.019197716941878
49,0.115842818165234
50,0.030238902295204
51,0.037134224564985
52,0.039202319701816
53,0.047210761416964
54,0.102975667320626
55,0.015930731960115
56,0.006956598847684
57,0.02012689706991
58,0.010024567323611
59,0.008102154651424
60,0.014214004111817
61,0.091013555864842
62,0.368130716252886
63,0.070302667741449
64,0.054079432097518
65,0.098857250354174
66,0.531648582940123
67,0.209419237357611
68,0.73675711589797
69,0.850227142952744
70,0.11114687818627
71,0.134855806382781
72,0.183322283970735
73,0.023307814912321
74,0.005841091735558
75,0.070727029460049
76,0.111739319696001
77,0.094681746006532
78,0.136555262673942
79,0.03171481834012
80,0.045370138926771
81,0.509881696362593
82,0.608760686535292
83,0.130740935871538
84,0.886240667293039
85,0.022857305209089
86,0.03241068185395
87,0.847177560556355
88,0.090714374656048
89,0.031105304138474
90,0.236099191711972
91,0.141913221633306
92,0.608438848121409
93,0.035934107896828
94,0.715425954159161
95,0.600655569192942
96,0.211941801043866
97,0.008099250966712
98,0.040232162444729
99,0.032574829208421
100,0.664877887065033
101,0.021026122928898
102,0.376175979124227
103,0.043582490196514
104,0.038360989439649
105,0.227178068777454
106,0.739720246219436
107,0.001133922631274
108,0.886865760692611
109,0.046771440922832
110,0.154978801646409
111,0.028443709133795
112,0.013069188244766
113,0.765129312409061
114,0.06666514681606
115,0.073542880320595
116,0.605151825872655
117,0.017859263571998
118,0.018123149803916
119,0.014571252282163
120,0.467358404001408
121,0.124980092250889
122,0.541079423341869
123,0.091697132305458
124,0.438927579618689
125,0.014850829519516
126,0.001664328360842
127,0.002451430748637
128,0.593907713489545
129,0.135832530052425
130,0.057772343636118
131,0.37960501695145
132,0.100872021942427
133,0.115816858717674
134,0.039547744202401
135,0.101683044622853
136,0.195116469522339
137,0.079622556533792
138,0.778157947569371
139,0.596806200206246
140,0.580006320841245
141,0.02563772510074
142,0.022979352613528
143,0.146979761312269
144,0.15932581067416
145,0.342196131846494
146,0.004502763269425
147,0.027675068064316
148,0.195949832773946
149,0.127192241054822
150,0.13860298544243
151,0.069417523926421
152,0.572585178021273
153,0.343810443107993
154,0.002691049175576
155,0.023307398203757
156,0.10015678551293
157,0.04304531208525
158,0.108496925470832
159,0.034191865389286
160,0.234277298478094
161,0.071025930610256
162,0.002488430661393
163,0.03924920910149
164,0.540223753119153
165,0.017833646120233
166,0.036518456533233
167,0.075953390511144
168,0.087224609993357
169,0.00292318599037
170,0.06276962199099
171,0.002691049175576
172,0.121994033958405
173,0.077813305893732
174,0.064184105363126
175,0.030839226603653
176,0.046959294263956
177,0.705106926529662
178,0.141932057564507
179,0.022649469808215
180,0.544479598031614
181,0.110545116812809
182,0.027489246155773
183,0.217519550558976
184,0.126124132764188
185,0.700525668494013
186,0.068452170699251
187,0.047135687027602
188,0.091823270461003
189,0.052520794157513
190,0.035284518274754
191,0.009218370961995
192,0.001458994867314
193,0.671083045642451
194,0.013116914605391
195,0.09694489147378
196,0.010076038167469
197,0.028090898673102
198,0.171675109691576
199,0.002973936198609
200,0.019111761891935
201,0.007925486619075
202,0.022859367938899
203,0.023115580543431
204,0.480728179180837
205,0.021448502132708
206,0.110460729263062
207,0.056237530292883
208,0.729193121750081
209,0.020303200665702
210,0.019452731178611
211,0.009939270507175
212,0.050745101084248
213,0.180745004707487
214,0.587718688482019
215,0.028697607083213
216,0.058242872955116
217,0.034434540256494
218,0.006510812560386
219,0.037131151784388
220,0.021338329664368
221,0.157521014305973
222,0.070600437274583
223,0.158310157415925
224,0.016413118769974
225,0.547879094183366
226,0.032237166402113
227,0.107178662777825
228,0.022118344044458
229,0.033620058044267
230,0.106047154747334
231,0.120024748886016
232,0.257066811334631
233,0.211715642606546
234,0.117156309641938
235,0.094373266694469
236,0.151952778120713
237,0.119072493827197
238,0.083854851464838
239,0.166478962837559
240,0.082049954120857
241,0.024660797368958
242,0.513062618984514
243,0.066978490531512
244,0.074316477008216
245,0.127779090890065
246,0.155234844179537
247,0.009761741639468
248,0.658657369529203
249,0.06465141513419
250,0.015790211757209
251,0.188523063719194
252,0.027763045528403
253,0.538657005335729
254,0.844613936387039
255,0.886450376830013
256,0.694592490910956
257,0.051395330994551
258,0.777598681057594
259,0.150725128709281
260,0.018737953508834
261,0.023856382886961
262,0.627123628959284
263,0.014435478477728
264,0.017343663559414
265,0.138455720049294
266,0.057363361526594
267,0.019575338215234
268,0.018318004229006
269,0.144225910114596
270,0.326440467318441
271,0.565067646557944
272,0.470360556437947
273,0.382302583265771
274,0.012999389291689
275,0.168167436636664
276,0.22364283025166
277,0.840514425531391
278,0.743205509325001
279,0.019937551002732
280,0.106854123902398
281,0.076378442566101
282,0.121165295586145
283,0.0982173745847
284,0.116040968529796
285,0.602316605157054
286,0.067567330918199
287,0.127601925187803
288,0.641373411318464
289,0.089145611154645
290,0.015826425679869
291,0.601359950364994
292,0.027355573137598
293,0.088817065691983
294,0.03017453170644
295,0.195321457378725
296,0.028092325852757
297,0.234600214959542
298,0.85157914873566
299,0.096949574562212
300,0.178536614670005
301,0.007525063475488
302,0.051206448709733
303,0.057582615536949
304,0.051551998222691
305,0.096506431732322
306,0.018187365984653
307,0.448881241766894
308,0.095508877642879
309,0.03950104856848
310,0.810284802314243
311,0.010191633506317
312,0.002691049175576
313,0.090505972426385
314,0.076754160097365
315,0.00170136383202
316,0.012217931944238
317,0.748521489267054
318,0.091699188500382
319,0.170115373951849
320,0.401024177795419
321,0.70822883298615
322,0.125847275654421
323,0.008859783477431
324,0.00154535304185
325,0.669996183617594
326,0.438502680275255
327,0.150664803711115
328,0.782141262041573
329,0.029141646399354
330,0.075714133949524
331,0.125610580152151
332,0.043094141836425
333,0.058717875588025
334,0.032171856769652
335,0.029403578841628
336,0.032490452968945
337,0.761864575873056
338,0.130531319641041
339,0.332782715355094
340,0.615913994467581
341,0.121290880268444
342,0.092399559150929
343,0.120207892504871
344,0.039020616964325
345,0.028898878636098
346,0.141167116448246
347,0.007805954880826
348,0.456508932857024
349,0.863212621196639
350,0.063402493570446
351,0.129607443060401
352,0.254613809414797
353,0.113036171797307
354,0.032774849537657
355,0.077868778155259
356,0.141894598877793
357,0.009510050990164
358,0.212110582268439
359,0.027099044885079
360,0.022552243195503
361,0.597901411812868
362,0.010426755001053
363,0.049564811424718
364,0.241211084731789
365,0.138218908152031
366,0.018371799511893
367,0.027789527651468
368,0.684099664366532
369,0.632355367488243
370,0.658733508020939
371,0.082127423380179
372,0.011652998013836
373,0.134003033462678
374,0.037835331866954
375,0.033108025121919
376,0.037302672567404
377,0.184030856480427
378,0.066229436497154
379,0.019738819165251
380,0.062716167855367
381,0.113888991394948
382,0.219727180283254
383,0.011822552880616
384,0.0161505858568
385,0.053409412945498
386,0.026338291837959
387,0.00215122256541
388,0.134162762827195
389,0.084964623080898
390,0.03217574080349
391,0.819458153728336
392,0.588493228278223
393,0.049171633793963
394,0.059507596857754
395,0.223799420715538
396,0.628173776786679
397,0.138325123471514
398,0.098842246020451
399,0.135475952550616
400,0.055761194576521
401,0.03578271145423
402,0.00453534494325
403,0.568478068589798
404,0.164369733875617
405,0.46830325955375
406,0.171374551142645
407,0.089351324460942
408,0.022844751023598
409,0.106209414036096
410,0.578413791372717
411,0.01126013880387
412,0.063773254043192
413,0.00292554721896
414,0.11483756193248
415,0.10773569235275
416,0.324455844539637
417,0.010477102610763
418,0.115724631252946
419,0.096708949943844
420,0.046437015009534
421,0.803210238788084
422,0.026041062579267
423,0.696316559989707
424,0.023587701720748
425,0.09913429979
426,0.013279282062429
427,0.039323281887833
428,0.549669802810303
429,0.530481987074251
430,0.015246146665234
431,0.029852803521015
432,0.821481407891772
433,0.066203912103061
434,0.07637140350319
435,0.216858472145033
436,0.170832300175508
437,0.066914365298643
438,0.009741875455384
439,0.017337456640515
440,0.057748973073607
441,0.147520446752534
442,0.171235117515751
443,0.141940390711911
444,0.018629015357545
445,0.481858217213836
446,0.038588216670957
447,0.559649537040437
448,0.086532132013456
449,0.050386971533106
450,0.069674688243314
451,0.009314978873332
452,0.065255988817865
453,0.464359003595542
454,0.052649157477156
455,0.618021418864104
456,0.080921653342216
457,0.232700051405429
458,0.657387430771391
459,0.012985646559119
